approach,count,mean,std,min,10%,50%,90%,max
SAVR,4439.0,1.3535067877742841,2.706401298270324,-20.407252621655196,-0.36388547679451255,0.5569743198416025,4.080952870647802,62.03893209623862
TAVR,3060.0,0.591348917987521,1.2288708062385003,-10.655856510967189,-0.43300122335739816,0.35354338633443605,1.9493524834704006,10.354747374579185
